Name,Equat,Polar,BlueF,GreenF,RedF,Size,RadialVelocity
BottomDG1113,349.1258,147.7552,2.153e-17,1.831e-17,8.704e-18,88.6657,-926.92
BottomDG1151,166.8622,147.8234,5.058e-17,4.295e-17,1.921e-17,151.2592,-570.12
BottomDG1168,188.5394,137.7637,1.176e-17,8.916e-18,4.77e-18,55.982,-1257.98
BottomDG1220,128.0153,134.853,1.565e-17,1.308e-17,5.386e-18,42.2423,-1593.26
BottomDG1221,128.0884,134.8882,1.036e-17,9.501e-18,4.176e-18,44.8335,-1592.93
BottomDG1222,127.9449,135.0068,1.102e-17,9.642e-18,4.107e-18,44.9469,-1593.1
BottomDG1223,128.1006,134.9028,1.154e-17,9.658e-18,4.528e-18,47.4232,-1592.83
BottomDG1259,214.0016,164.7135,7.604e-18,6.57e-18,3.079e-18,84.3569,-1599.45
BottomDG1260,214.0132,164.6275,1.037e-17,7.689e-18,4.042e-18,48.5078,-1599.65
BottomDG1261,214.2819,164.743,1.016e-17,8.533e-18,3.847e-18,46.9733,-1599.35
BottomDG1262,214.1258,164.8521,1.612e-17,1.211e-17,4.966e-18,43.2006,-1599.57
BottomDG1263,214.3043,164.7196,1.463e-17,1.225e-17,4.782e-18,43.4636,-1599.39
BottomDG1264,214.2673,164.6019,9.78e-18,7.761e-18,3.855e-18,43.8896,-1599.27
BottomDG1265,214.0952,164.7064,1.135e-17,9.137e-18,4.123e-18,51.762,-1599.47
BottomDG1266,214.181,164.7502,1.05e-17,8.742e-18,3.64e-18,39.4448,-1599.66
BottomDG1311,155.2302,134.3409,1.686e-17,1.289e-17,5.839e-18,79.0442,-1025.0
BottomDG1412,243.0781,135.9114,2.732e-17,2.334e-17,1.006e-17,108.2014,-736.61
BottomDG1437,262.6092,141.9673,9.968e-18,8.228e-18,3.763e-18,38.1367,-1675.32
BottomDG1438,262.6164,142.0252,7.099e-18,6.442e-18,2.924e-18,47.8068,-1675.4
